Date of Sale,Product ID,Product Name,Quantity Sold,Sale Price,Total Sale Amount,Customer ID,Store Location,Target Gender,Customer Gender
2016-11-29,P0017,Shoe Model 17,3,167.57,502.71,C2233,Chicago,Male,Male
2016-11-30,P0001,Shoe Model 1,5,160.69,803.45,C1849,Chicago,Male,Male
2016-11-30,P0004,Shoe Model 4,1,93.98,93.98,C4244,New York,Unisex,Female
2016-11-30,P0008,Shoe Model 8,8,94.38,755.04,C8855,Houston,Unisex,Female
2016-12-01,P0002,Shoe Model 2,1,135.22,135.22,C6690,Los Angeles,Unisex,Unisex
2016-12-01,P0009,Shoe Model 9,6,140.63,843.78,C5488,New York,Male,Unisex
2016-12-01,P0011,Shoe Model 11,8,129.73,1037.84,C5929,Los Angeles,Male,Unisex
2016-12-01,P0011,Shoe Model 11,6,197.59,1185.54,C2574,Phoenix,Unisex,Unisex
2016-12-02,P0009,Shoe Model 9,8,183.63,1469.04,C7648,New York,Unisex,Female
2016-12-02,P0012,Shoe Model 12,8,44.14,353.12,C3570,Chicago,Female,Unisex
2016-12-02,P0009,Shoe Model 9,5,80.78,403.9,C6537,New York,Female,Unisex
2016-12-02,P0016,Shoe Model 16,6,189.53,1137.18,C5357,Chicago,Female,Unisex
2016-12-03,P0008,Shoe Model 8,5,69.56,347.8,C4355,Houston,Male,Male
2016-12-03,P0002,Shoe Model 2,4,91.49,365.96,C2697,Chicago,Female,Female
2016-12-03,P0019,Shoe Model 19,9,179.73,1617.57,C6997,Chicago,Male,Unisex
2016-12-04,P0020,Shoe Model 20,1,127.68,127.68,C8399,Houston,Female,Female
2016-12-04,P0002,Shoe Model 2,8,95.17,761.36,C9817,Phoenix,Female,Male
2016-12-04,P0018,Shoe Model 18,2,102.79,205.58,C3781,Houston,Unisex,Unisex
2016-12-05,P0009,Shoe Model 9,4,102.36,409.44,C3480,New York,Unisex,Male
2016-12-05,P0008,Shoe Model 8,3,193.67,581.01,C4522,Houston,Male,Unisex
2016-12-06,P0016,Shoe Model 16,7,48.19,337.33,C7589,Los Angeles,Male,Female
2016-12-06,P0006,Shoe Model 6,7,106.23,743.61,C8691,Phoenix,Male,Female
2016-12-06,P0015,Shoe Model 15,1,152.05,152.05,C8709,New York,Unisex,Female
2016-12-07,P0016,Shoe Model 16,7,35.64,249.48,C6423,Phoenix,Female,Female
2016-12-07,P0010,Shoe Model 10,7,96.64,676.48,C9859,New York,Unisex,Unisex
2016-12-07,P0016,Shoe Model 16,3,193.09,579.27,C1257,New York,Female,Unisex
2016-12-07,P0003,Shoe Model 3,8,92.22,737.76,C7077,Chicago,Male,Male
2016-12-08,P0017,Shoe Model 17,9,126.68,1140.12,C1490,Los Angeles,Unisex,Female
2016-12-08,P0012,Shoe Model 12,9,82.92,746.28,C5695,Houston,Male,Female
2016-12-08,P0013,Shoe Model 13,4,182.88,731.52,C1416,Los Angeles,Female,Male
2016-12-08,P0010,Shoe Model 10,3,64.9,194.7,C2944,Los Angeles,Female,Female
2016-12-09,P0005,Shoe Model 5,4,80.61,322.44,C8587,Phoenix,Unisex,Female
2016-12-09,P0013,Shoe Model 13,4,154.23,616.92,C2353,Houston,Male,Male
2016-12-09,P0008,Shoe Model 8,7,166.43,1165.01,C5314,New York,Male,Unisex
2016-12-10,P0015,Shoe Model 15,3,128.0,384.0,C7668,Houston,Male,Unisex
2016-12-11,P0003,Shoe Model 3,1,55.47,55.47,C8372,New York,Female,Female
2016-12-12,P0009,Shoe Model 9,8,98.12,784.96,C2505,Chicago,Female,Male
2016-12-12,P0009,Shoe Model 9,8,199.21,1593.68,C4549,Chicago,Male,Female
2016-12-12,P0019,Shoe Model 19,8,73.61,588.88,C4411,Houston,Female,Female
2016-12-13,P0005,Shoe Model 5,6,184.23,1105.38,C7853,Houston,Female,Unisex
2016-12-13,P0012,Shoe Model 12,8,101.24,809.92,C2459,Los Angeles,Male,Male
2016-12-13,P0020,Shoe Model 20,1,165.55,165.55,C1870,Houston,Male,Unisex
2016-12-14,P0014,Shoe Model 14,1,113.9,113.9,C9673,Chicago,Unisex,Female
2016-12-14,P0001,Shoe Model 1,5,36.35,181.75,C6549,Phoenix,Male,Male
2016-12-14,P0002,Shoe Model 2,2,51.15,102.3,C3235,New York,Unisex,Female
2016-12-14,P0018,Shoe Model 18,4,136.39,545.56,C6587,Los Angeles,Male,Male
2016-12-15,P0016,Shoe Model 16,2,71.99,143.98,C8131,New York,Female,Unisex
2016-12-16,P0020,Shoe Model 20,4,47.81,191.24,C7018,Phoenix,Unisex,Unisex
2016-12-16,P0004,Shoe Model 4,1,135.33,135.33,C6412,Phoenix,Unisex,Female
2016-12-16,P0013,Shoe Model 13,5,78.92,394.6,C9600,Los Angeles,Unisex,Unisex
2016-12-16,P0013,Shoe Model 13,4,181.02,724.08,C2602,New York,Male,Male
2016-12-17,P0018,Shoe Model 18,9,94.62,851.58,C3488,New York,Female,Unisex
2016-12-18,P0016,Shoe Model 16,3,76.55,229.65,C9524,Chicago,Female,Female
2016-12-18,P0018,Shoe Model 18,6,53.17,319.02,C5261,Houston,Male,Female
2016-12-18,P0007,Shoe Model 7,5,77.81,389.05,C8067,New York,Unisex,Female
2016-12-18,P0008,Shoe Model 8,2,43.72,87.44,C3267,Houston,Male,Female
2016-12-19,P0015,Shoe Model 15,2,127.55,255.1,C8773,Phoenix,Male,Male
2016-12-20,P0001,Shoe Model 1,2,94.8,189.6,C6333,Los Angeles,Female,Female
2016-12-20,P0013,Shoe Model 13,7,186.32,1304.24,C9519,Phoenix,Female,Female
2016-12-20,P0017,Shoe Model 17,6,90.0,540.0,C3736,Phoenix,Male,Male
2016-12-20,P0013,Shoe Model 13,6,196.6,1179.6,C6013,Phoenix,Female,Male
2016-12-21,P0016,Shoe Model 16,3,42.53,127.59,C7749,Houston,Female,Female
2016-12-21,P0003,Shoe Model 3,1,151.92,151.92,C5836,Chicago,Male,Unisex
2016-12-22,P0004,Shoe Model 4,2,34.98,69.96,C1884,Los Angeles,Unisex,Unisex
2016-12-22,P0011,Shoe Model 11,6,85.17,511.02,C4933,New York,Unisex,Female
2016-12-22,P0014,Shoe Model 14,1,122.61,122.61,C2128,New York,Female,Male
2016-12-23,P0006,Shoe Model 6,7,48.03,336.21,C1057,New York,Unisex,Female
2016-12-24,P0006,Shoe Model 6,3,73.47,220.41,C2431,Los Angeles,Unisex,Unisex
2016-12-24,P0016,Shoe Model 16,8,178.11,1424.88,C5385,Houston,Unisex,Female
2016-12-25,P0018,Shoe Model 18,7,48.63,340.41,C3302,Houston,Female,Male
2016-12-25,P0007,Shoe Model 7,8,74.11,592.88,C9714,Houston,Unisex,Female
2016-12-26,P0006,Shoe Model 6,9,136.21,1225.89,C3560,New York,Male,Unisex
2016-12-26,P0010,Shoe Model 10,2,34.16,68.32,C9736,Los Angeles,Female,Female
2016-12-27,P0009,Shoe Model 9,9,136.87,1231.83,C6473,Houston,Female,Unisex
2016-12-27,P0015,Shoe Model 15,3,44.44,133.32,C7794,Houston,Male,Unisex
2016-12-28,P0006,Shoe Model 6,9,162.34,1461.06,C2443,New York,Female,Unisex
2016-12-28,P0014,Shoe Model 14,5,198.42,992.1,C5687,Phoenix,Male,Male
2016-12-28,P0018,Shoe Model 18,6,139.73,838.38,C5987,Los Angeles,Unisex,Unisex
2016-12-28,P0011,Shoe Model 11,3,104.64,313.92,C1794,Chicago,Female,Unisex
2016-12-29,P0007,Shoe Model 7,8,126.9,1015.2,C7172,Phoenix,Unisex,Female
2016-12-29,P0008,Shoe Model 8,3,56.95,170.85,C9246,Chicago,Male,Male
2016-12-29,P0020,Shoe Model 20,5,72.41,362.05,C6528,Houston,Male,Male
2016-12-29,P0006,Shoe Model 6,3,94.09,282.27,C8351,Houston,Male,Female
2016-12-30,P0013,Shoe Model 13,2,57.03,114.06,C9599,Phoenix,Male,Female
2016-12-31,P0011,Shoe Model 11,7,55.26,386.82,C4597,Chicago,Male,Female
2016-12-31,P0017,Shoe Model 17,5,182.0,910.0,C1974,Los Angeles,Female,Male
2017-01-01,P0011,Shoe Model 11,6,194.28,1165.68,C1658,Los Angeles,Male,Female
2017-01-02,P0004,Shoe Model 4,3,39.57,118.71,C5044,Los Angeles,Male,Female
2017-01-02,P0004,Shoe Model 4,4,85.56,342.24,C6262,Los Angeles,Female,Unisex
2017-01-02,P0009,Shoe Model 9,2,68.98,137.96,C1313,Los Angeles,Male,Male
2017-01-02,P0008,Shoe Model 8,1,66.99,66.99,C4291,Houston,Female,Male
2017-01-03,P0012,Shoe Model 12,6,108.54,651.24,C2739,Houston,Male,Male
2017-01-04,P0003,Shoe Model 3,2,184.62,369.24,C9767,Los Angeles,Unisex,Male
2017-01-05,P0014,Shoe Model 14,5,198.29,991.45,C7275,Los Angeles,Unisex,Male
2017-01-06,P0001,Shoe Model 1,1,89.27,89.27,C1767,Los Angeles,Unisex,Female
2017-01-07,P0015,Shoe Model 15,8,189.2,1513.6,C7066,Chicago,Female,Male
2017-01-07,P0009,Shoe Model 9,5,122.7,613.5,C6575,Chicago,Female,Unisex
2017-01-07,P0004,Shoe Model 4,4,115.83,463.32,C4926,Phoenix,Male,Female
2017-01-07,P0017,Shoe Model 17,1,60.52,60.52,C1535,Phoenix,Male,Female
2017-01-08,P0019,Shoe Model 19,3,169.85,509.55,C2025,Houston,Male,Female
2017-01-08,P0007,Shoe Model 7,4,151.46,605.84,C5403,Houston,Unisex,Female
2017-01-09,P0004,Shoe Model 4,5,193.53,967.65,C4345,New York,Male,Male
2017-01-09,P0005,Shoe Model 5,5,122.24,611.2,C4477,Houston,Unisex,Male
2017-01-10,P0013,Shoe Model 13,6,98.4,590.4,C3768,Phoenix,Female,Male
2017-01-10,P0004,Shoe Model 4,6,32.44,194.64,C6988,Chicago,Male,Unisex
2017-01-10,P0019,Shoe Model 19,9,137.67,1239.03,C9863,Houston,Unisex,Male
2017-01-11,P0007,Shoe Model 7,6,93.46,560.76,C6311,Phoenix,Unisex,Male
2017-01-11,P0006,Shoe Model 6,2,154.89,309.78,C9716,Los Angeles,Female,Male
2017-01-11,P0011,Shoe Model 11,8,123.79,990.32,C3151,Houston,Unisex,Male
2017-01-11,P0005,Shoe Model 5,6,60.74,364.44,C3852,New York,Female,Female
2017-01-12,P0004,Shoe Model 4,9,53.04,477.36,C9302,Phoenix,Male,Male
2017-01-12,P0004,Shoe Model 4,1,184.43,184.43,C9298,New York,Female,Unisex
2017-01-12,P0019,Shoe Model 19,2,95.95,191.9,C1166,New York,Male,Unisex
2017-01-13,P0016,Shoe Model 16,7,92.66,648.62,C9760,Houston,Female,Unisex
2017-01-13,P0017,Shoe Model 17,5,84.74,423.7,C8288,Los Angeles,Unisex,Unisex
2017-01-13,P0004,Shoe Model 4,1,62.64,62.64,C4395,New York,Female,Male
2017-01-14,P0006,Shoe Model 6,7,105.96,741.72,C1109,Phoenix,Female,Male
2017-01-14,P0002,Shoe Model 2,9,124.86,1123.74,C9299,Phoenix,Male,Unisex
2017-01-14,P0004,Shoe Model 4,2,89.49,178.98,C8732,Chicago,Male,Unisex
2017-01-15,P0004,Shoe Model 4,2,118.79,237.58,C4529,New York,Female,Male
2017-01-15,P0003,Shoe Model 3,1,103.78,103.78,C9541,Houston,Female,Female
2017-01-15,P0007,Shoe Model 7,2,46.6,93.2,C7501,Houston,Male,Female
2017-01-15,P0012,Shoe Model 12,1,93.69,93.69,C6290,Los Angeles,Male,Male
2017-01-16,P0002,Shoe Model 2,6,60.51,363.06,C7304,Phoenix,Unisex,Female
2017-01-16,P0001,Shoe Model 1,5,64.33,321.65,C4296,Chicago,Male,Male
2017-01-16,P0005,Shoe Model 5,2,191.32,382.64,C4281,Los Angeles,Male,Female
2017-01-17,P0010,Shoe Model 10,4,64.94,259.76,C8691,Chicago,Unisex,Male
2017-01-18,P0006,Shoe Model 6,6,134.86,809.16,C6408,Phoenix,Male,Female
2017-01-18,P0020,Shoe Model 20,5,184.46,922.3,C8734,Los Angeles,Female,Female
2017-01-19,P0020,Shoe Model 20,8,179.49,1435.92,C2041,New York,Female,Male
2017-01-19,P0015,Shoe Model 15,2,162.37,324.74,C7752,Los Angeles,Male,Female
2017-01-19,P0001,Shoe Model 1,7,133.93,937.51,C3984,New York,Male,Female
2017-01-19,P0004,Shoe Model 4,9,71.89,647.01,C3912,Chicago,Male,Unisex
2017-01-20,P0012,Shoe Model 12,9,79.45,715.05,C3894,Los Angeles,Male,Male
2017-01-21,P0013,Shoe Model 13,8,120.77,966.16,C8849,Houston,Female,Unisex
2017-01-21,P0005,Shoe Model 5,4,42.06,168.24,C1201,Los Angeles,Male,Male
2017-01-21,P0013,Shoe Model 13,6,57.88,347.28,C2554,Chicago,Female,Male
2017-01-21,P0002,Shoe Model 2,7,33.68,235.76,C4140,Chicago,Female,Male
2017-01-22,P0020,Shoe Model 20,8,76.06,608.48,C4613,Chicago,Unisex,Male
2017-01-22,P0003,Shoe Model 3,8,58.84,470.72,C4837,Houston,Female,Unisex
2017-01-23,P0008,Shoe Model 8,5,128.81,644.05,C2294,Chicago,Unisex,Female
2017-01-23,P0007,Shoe Model 7,8,44.07,352.56,C6207,Los Angeles,Unisex,Unisex
2017-01-23,P0003,Shoe Model 3,1,85.82,85.82,C8557,Los Angeles,Unisex,Female
2017-01-24,P0020,Shoe Model 20,4,94.98,379.92,C9561,Houston,Unisex,Unisex
2017-01-24,P0008,Shoe Model 8,7,191.83,1342.81,C5055,New York,Male,Female
2017-01-24,P0003,Shoe Model 3,5,50.85,254.25,C6389,Los Angeles,Unisex,Female
2017-01-25,P0011,Shoe Model 11,6,134.05,804.3,C3220,Houston,Unisex,Unisex
2017-01-25,P0018,Shoe Model 18,1,66.53,66.53,C1166,Houston,Male,Female
2017-01-25,P0004,Shoe Model 4,2,110.07,220.14,C2250,New York,Female,Male
2017-01-26,P0013,Shoe Model 13,4,122.68,490.72,C2803,Chicago,Male,Female
2017-01-26,P0012,Shoe Model 12,6,190.07,1140.42,C4183,Chicago,Female,Unisex
2017-01-26,P0004,Shoe Model 4,5,137.83,689.15,C5898,Los Angeles,Male,Unisex
2017-01-27,P0012,Shoe Model 12,7,95.05,665.35,C6714,Houston,Female,Male
2017-01-27,P0007,Shoe Model 7,9,85.65,770.85,C9989,Houston,Female,Male
2017-01-28,P0005,Shoe Model 5,2,45.54,91.08,C1678,New York,Unisex,Male
2017-01-28,P0010,Shoe Model 10,5,185.97,929.85,C3766,Chicago,Female,Male
2017-01-29,P0002,Shoe Model 2,3,177.58,532.74,C4726,New York,Female,Female
2017-01-29,P0011,Shoe Model 11,8,37.13,297.04,C8821,Los Angeles,Male,Female
2017-01-29,P0001,Shoe Model 1,6,67.63,405.78,C7881,Chicago,Female,Male
2017-01-30,P0007,Shoe Model 7,9,119.12,1072.08,C6717,Los Angeles,Male,Female
2017-01-31,P0001,Shoe Model 1,2,174.27,348.54,C8843,Chicago,Male,Unisex
2017-02-01,P0017,Shoe Model 17,5,94.58,472.9,C5692,Chicago,Male,Unisex
2017-02-01,P0004,Shoe Model 4,8,60.65,485.2,C2532,New York,Male,Female
2017-02-02,P0006,Shoe Model 6,6,193.78,1162.68,C2615,Los Angeles,Unisex,Male
2017-02-03,P0007,Shoe Model 7,7,181.07,1267.49,C8767,New York,Male,Male
2017-02-04,P0004,Shoe Model 4,3,127.34,382.02,C4195,Phoenix,Male,Female
2017-02-04,P0011,Shoe Model 11,4,73.32,293.28,C2620,Phoenix,Unisex,Unisex
2017-02-04,P0003,Shoe Model 3,3,112.16,336.48,C6301,New York,Male,Male
2017-02-04,P0006,Shoe Model 6,4,79.83,319.32,C6176,Los Angeles,Male,Female
2017-02-05,P0010,Shoe Model 10,3,192.14,576.42,C3035,Houston,Female,Male
2017-02-05,P0001,Shoe Model 1,2,168.1,336.2,C8477,Chicago,Male,Unisex
2017-02-05,P0010,Shoe Model 10,9,114.72,1032.48,C9376,Houston,Male,Male
2017-02-06,P0017,Shoe Model 17,7,189.97,1329.79,C2870,Phoenix,Unisex,Male
2017-02-06,P0002,Shoe Model 2,8,116.95,935.6,C9120,Houston,Unisex,Male
2017-02-06,P0004,Shoe Model 4,3,35.15,105.45,C3809,Los Angeles,Female,Unisex
2017-02-06,P0014,Shoe Model 14,8,69.0,552.0,C8135,Los Angeles,Unisex,Female
2017-02-07,P0010,Shoe Model 10,7,109.61,767.27,C2407,Chicago,Male,Female
2017-02-07,P0014,Shoe Model 14,1,157.3,157.3,C8546,Los Angeles,Female,Female
2017-02-08,P0007,Shoe Model 7,1,123.77,123.77,C9767,Houston,Unisex,Female
2017-02-08,P0004,Shoe Model 4,1,97.14,97.14,C7250,Houston,Unisex,Unisex
2017-02-08,P0014,Shoe Model 14,1,151.98,151.98,C8663,Houston,Female,Unisex
2017-02-08,P0008,Shoe Model 8,6,55.52,333.12,C4223,Los Angeles,Unisex,Female
2017-02-09,P0001,Shoe Model 1,9,39.44,354.96,C8298,Phoenix,Male,Female
2017-02-09,P0019,Shoe Model 19,1,152.91,152.91,C7603,Los Angeles,Female,Female
2017-02-09,P0015,Shoe Model 15,2,185.75,371.5,C6474,New York,Female,Unisex
2017-02-09,P0007,Shoe Model 7,4,69.52,278.08,C6471,Chicago,Female,Female
2017-02-10,P0005,Shoe Model 5,6,35.47,212.82,C3072,Houston,Female,Female
2017-02-10,P0009,Shoe Model 9,4,38.94,155.76,C2132,Chicago,Female,Unisex
2017-02-10,P0017,Shoe Model 17,5,61.18,305.9,C4836,Phoenix,Female,Unisex
2017-02-11,P0018,Shoe Model 18,2,117.87,235.74,C6738,Phoenix,Unisex,Unisex
2017-02-11,P0011,Shoe Model 11,2,173.22,346.44,C2036,New York,Unisex,Male
2017-02-11,P0013,Shoe Model 13,6,72.21,433.26,C6710,Phoenix,Unisex,Male
2017-02-12,P0016,Shoe Model 16,3,116.0,348.0,C8077,Phoenix,Male,Female
2017-02-12,P0007,Shoe Model 7,9,66.63,599.67,C2713,Los Angeles,Male,Male
2017-02-13,P0019,Shoe Model 19,2,64.86,129.72,C5714,Chicago,Male,Female
2017-02-13,P0002,Shoe Model 2,7,95.35,667.45,C4709,Chicago,Female,Female
2017-02-14,P0011,Shoe Model 11,3,104.02,312.06,C6273,Chicago,Female,Female
2017-02-14,P0014,Shoe Model 14,6,91.68,550.08,C8816,Chicago,Male,Unisex
2017-02-14,P0004,Shoe Model 4,4,42.79,171.16,C2943,Los Angeles,Female,Female
2017-02-14,P0007,Shoe Model 7,7,43.05,301.35,C6032,Los Angeles,Male,Unisex
2017-02-15,P0017,Shoe Model 17,4,164.56,658.24,C4464,Phoenix,Male,Unisex
2017-02-16,P0008,Shoe Model 8,2,190.65,381.3,C7771,Phoenix,Female,Female
2017-02-16,P0005,Shoe Model 5,9,140.08,1260.72,C9720,Houston,Unisex,Female
2017-02-16,P0017,Shoe Model 17,6,46.96,281.76,C8691,Houston,Female,Female
2017-02-17,P0012,Shoe Model 12,5,43.29,216.45,C2289,Houston,Unisex,Female
2017-02-17,P0015,Shoe Model 15,4,182.81,731.24,C3922,Houston,Male,Male
2017-02-17,P0003,Shoe Model 3,7,45.91,321.37,C1136,Los Angeles,Unisex,Female
2017-02-17,P0012,Shoe Model 12,5,42.04,210.2,C7669,Phoenix,Female,Female
2017-02-18,P0017,Shoe Model 17,3,79.36,238.08,C5153,New York,Male,Female
2017-02-19,P0014,Shoe Model 14,7,146.88,1028.16,C1992,New York,Unisex,Unisex
2017-02-20,P0006,Shoe Model 6,7,95.73,670.11,C5004,Los Angeles,Female,Unisex
2017-02-20,P0017,Shoe Model 17,8,168.24,1345.92,C1154,Phoenix,Unisex,Unisex
2017-02-21,P0007,Shoe Model 7,2,118.57,237.14,C8807,New York,Female,Unisex
2017-02-21,P0016,Shoe Model 16,1,73.22,73.22,C9331,Chicago,Male,Unisex
2017-02-21,P0017,Shoe Model 17,3,76.45,229.35,C2345,Los Angeles,Female,Unisex
2017-02-22,P0010,Shoe Model 10,5,165.41,827.05,C3078,New York,Unisex,Unisex
2017-02-22,P0002,Shoe Model 2,1,135.27,135.27,C4636,Houston,Male,Male
2017-02-22,P0008,Shoe Model 8,2,196.29,392.58,C5272,Phoenix,Male,Unisex
2017-02-22,P0007,Shoe Model 7,4,142.98,571.92,C3906,Chicago,Female,Unisex
2017-02-23,P0018,Shoe Model 18,7,160.19,1121.33,C7389,Chicago,Unisex,Female
2017-02-23,P0002,Shoe Model 2,1,102.26,102.26,C2259,Chicago,Female,Unisex
2017-02-24,P0020,Shoe Model 20,8,165.23,1321.84,C9065,Chicago,Male,Male
2017-02-24,P0004,Shoe Model 4,6,36.83,220.98,C6729,Houston,Male,Female
2017-02-24,P0011,Shoe Model 11,2,178.85,357.7,C5122,Phoenix,Unisex,Female
2017-02-25,P0014,Shoe Model 14,2,191.15,382.3,C1489,New York,Male,Unisex
2017-02-25,P0016,Shoe Model 16,9,193.68,1743.12,C7838,Los Angeles,Unisex,Male
2017-02-25,P0018,Shoe Model 18,8,119.12,952.96,C6902,New York,Female,Unisex
2017-02-25,P0007,Shoe Model 7,6,181.23,1087.38,C4770,Phoenix,Female,Unisex
2017-02-26,P0007,Shoe Model 7,3,142.51,427.53,C4009,Houston,Female,Unisex
2017-02-26,P0019,Shoe Model 19,3,80.11,240.33,C7655,Los Angeles,Male,Unisex
2017-02-26,P0009,Shoe Model 9,7,88.93,622.51,C7153,Houston,Female,Female
2017-02-27,P0016,Shoe Model 16,5,31.28,156.4,C1357,Phoenix,Female,Unisex
2017-02-28,P0013,Shoe Model 13,7,179.14,1253.98,C9115,Los Angeles,Unisex,Male
2017-03-01,P0012,Shoe Model 12,8,192.82,1542.56,C2967,Houston,Female,Unisex
2017-03-02,P0011,Shoe Model 11,2,130.47,260.94,C6515,Houston,Unisex,Female
2017-03-02,P0002,Shoe Model 2,9,81.07,729.63,C3506,New York,Female,Unisex
2017-03-02,P0001,Shoe Model 1,7,49.69,347.83,C1253,Los Angeles,Unisex,Female
2017-03-02,P0004,Shoe Model 4,4,150.28,601.12,C1469,New York,Male,Female
2017-03-03,P0020,Shoe Model 20,6,164.18,985.08,C6489,Phoenix,Male,Male
2017-03-03,P0005,Shoe Model 5,8,117.77,942.16,C6259,New York,Unisex,Male
2017-03-03,P0015,Shoe Model 15,1,171.56,171.56,C7417,Chicago,Female,Unisex
2017-03-03,P0009,Shoe Model 9,5,118.94,594.7,C7842,Phoenix,Female,Unisex
2017-03-04,P0001,Shoe Model 1,1,185.41,185.41,C3667,Los Angeles,Male,Female
2017-03-05,P0009,Shoe Model 9,4,117.26,469.04,C3364,New York,Male,Male
2017-03-05,P0010,Shoe Model 10,8,124.78,998.24,C3620,Houston,Male,Female
2017-03-06,P0012,Shoe Model 12,9,125.51,1129.59,C9501,Houston,Male,Female
2017-03-07,P0020,Shoe Model 20,7,134.62,942.34,C5920,Chicago,Male,Male
2017-03-07,P0020,Shoe Model 20,5,169.61,848.05,C6587,Phoenix,Male,Female
2017-03-07,P0009,Shoe Model 9,4,162.66,650.64,C7628,Phoenix,Male,Unisex
2017-03-08,P0016,Shoe Model 16,3,193.58,580.74,C8952,Los Angeles,Female,Male
2017-03-09,P0008,Shoe Model 8,2,139.67,279.34,C5649,Phoenix,Female,Male
2017-03-09,P0013,Shoe Model 13,4,134.58,538.32,C8906,Chicago,Female,Female
2017-03-09,P0020,Shoe Model 20,3,113.98,341.94,C7353,Chicago,Male,Unisex
2017-03-10,P0010,Shoe Model 10,3,50.4,151.2,C1764,Phoenix,Female,Male
2017-03-10,P0020,Shoe Model 20,8,164.09,1312.72,C3930,Houston,Unisex,Unisex
2017-03-10,P0011,Shoe Model 11,4,125.8,503.2,C4415,New York,Unisex,Male
2017-03-10,P0001,Shoe Model 1,4,125.76,503.04,C2896,Los Angeles,Male,Male
2017-03-11,P0006,Shoe Model 6,3,49.09,147.27,C7459,Houston,Unisex,Male
2017-03-12,P0017,Shoe Model 17,5,93.12,465.6,C3661,Chicago,Unisex,Unisex
2017-03-12,P0019,Shoe Model 19,2,151.52,303.04,C5698,Phoenix,Female,Unisex
2017-03-12,P0015,Shoe Model 15,7,41.84,292.88,C9932,Houston,Female,Unisex
2017-03-13,P0010,Shoe Model 10,2,126.87,253.74,C2842,Phoenix,Unisex,Unisex
2017-03-13,P0010,Shoe Model 10,1,193.71,193.71,C5550,Phoenix,Male,Female
2017-03-14,P0019,Shoe Model 19,3,159.49,478.47,C7783,Los Angeles,Unisex,Female
2017-03-14,P0006,Shoe Model 6,4,67.65,270.6,C8566,Houston,Unisex,Unisex
2017-03-14,P0008,Shoe Model 8,9,198.6,1787.4,C6618,Phoenix,Male,Unisex
2017-03-15,P0007,Shoe Model 7,5,55.27,276.35,C9924,Los Angeles,Female,Male
2017-03-15,P0018,Shoe Model 18,2,65.56,131.12,C9428,Houston,Unisex,Female
2017-03-15,P0007,Shoe Model 7,1,117.47,117.47,C3324,New York,Female,Male
2017-03-15,P0013,Shoe Model 13,1,135.75,135.75,C4590,Chicago,Unisex,Unisex
2017-03-16,P0004,Shoe Model 4,3,90.3,270.9,C3030,Los Angeles,Female,Male
2017-03-16,P0003,Shoe Model 3,7,191.42,1339.94,C2982,Los Angeles,Male,Unisex
2017-03-17,P0008,Shoe Model 8,1,159.41,159.41,C8154,Chicago,Male,Unisex
2017-03-17,P0004,Shoe Model 4,2,192.08,384.16,C8760,Phoenix,Female,Male
2017-03-17,P0014,Shoe Model 14,7,115.99,811.93,C1093,Chicago,Unisex,Male
2017-03-17,P0003,Shoe Model 3,9,194.14,1747.26,C7137,Los Angeles,Unisex,Male
2017-03-18,P0009,Shoe Model 9,8,137.37,1098.96,C1202,Los Angeles,Unisex,Male
2017-03-18,P0015,Shoe Model 15,4,114.84,459.36,C9010,Los Angeles,Unisex,Male
2017-03-18,P0015,Shoe Model 15,3,79.7,239.1,C5211,Chicago,Unisex,Unisex
2017-03-19,P0010,Shoe Model 10,2,72.12,144.24,C5655,Chicago,Unisex,Unisex
2017-03-20,P0010,Shoe Model 10,9,94.54,850.86,C5599,New York,Female,Unisex
2017-03-21,P0020,Shoe Model 20,6,108.37,650.22,C6971,Chicago,Unisex,Female
2017-03-21,P0008,Shoe Model 8,2,134.6,269.2,C9497,Los Angeles,Female,Male
2017-03-21,P0020,Shoe Model 20,5,178.76,893.8,C7495,Los Angeles,Male,Female
2017-03-21,P0013,Shoe Model 13,1,103.66,103.66,C1635,Los Angeles,Female,Male
2017-03-22,P0011,Shoe Model 11,3,160.49,481.47,C7602,New York,Female,Male
2017-03-22,P0007,Shoe Model 7,6,162.12,972.72,C9710,Los Angeles,Male,Female
2017-03-23,P0018,Shoe Model 18,7,182.62,1278.34,C4676,Los Angeles,Male,Unisex
2017-03-23,P0011,Shoe Model 11,5,35.06,175.3,C9199,New York,Male,Unisex
2017-03-23,P0018,Shoe Model 18,8,154.62,1236.96,C9335,Phoenix,Unisex,Female
2017-03-24,P0005,Shoe Model 5,1,71.8,71.8,C5734,New York,Male,Unisex
2017-03-24,P0006,Shoe Model 6,5,66.44,332.2,C7707,New York,Unisex,Male
2017-03-25,P0015,Shoe Model 15,7,152.51,1067.57,C1804,Houston,Unisex,Male
2017-03-25,P0013,Shoe Model 13,6,77.59,465.54,C2663,Chicago,Male,Male
2017-03-26,P0010,Shoe Model 10,5,112.65,563.25,C8977,New York,Unisex,Unisex
2017-03-26,P0002,Shoe Model 2,1,35.12,35.12,C1955,Los Angeles,Male,Unisex
2017-03-27,P0004,Shoe Model 4,7,172.05,1204.35,C7433,New York,Male,Female
2017-03-27,P0016,Shoe Model 16,6,87.04,522.24,C8131,New York,Female,Female
2017-03-28,P0017,Shoe Model 17,3,135.82,407.46,C2665,New York,Unisex,Male
2017-03-28,P0014,Shoe Model 14,2,179.37,358.74,C6435,Chicago,Male,Female
